Restaurant_Name,Locality,Ratings_out_of_5,Number of votes,Charges_for_two,Cuisine_List
Urban Eats,Wagholi,,0,,"['Maharashtrian', 'North Indian']"
Masala Dabar,Balewadi,,0,250,"['North Indian', 'South Indian']"
Hotel Sunstar,Shivapur,,0,500,"['North Indian', 'Chinese', 'South Indian', 'Street Food']"
Shetkari Veg Non Veg Katta,Talegaon,,0,500,"['North Indian', 'Maharashtrian', 'Chinese']"
Whole Sale Khana,Kothrud,,0,,"['North Indian', 'Chinese', 'Biryani']"
Om Chinese Center,Mundhwa,,0,350,['Chinese']
The Big Bowl Theory,Vishrantwadi,,0,150,['Chinese']
Swami's Pure Veg,Shukrawar Peth,,0,150,"['North Indian', 'South Indian']"
Bassam Cakes,Shukrawar Peth,,0,300,['Bakery']
K Snacks Centre & Bhojanalay,Kharadi,,0,250,['North Indian']
Oyye Hoyye,Bavdhan,,0,,"['Chinese', 'North Indian']"
Shree Sadguru Snacks Center,Dhankawadi,,0,100,['Street Food']
Meals At Home,Koregaon Park,,0,,['Maharashtrian']
Vivi's Framos,Warje,,0,150,"['Biryani', 'Rolls', 'Fast Food']"
Royal Foods,Wagholi,,0,,"['Maharashtrian', 'Biryani']"
Pra's Kitchen,SB Road - Aundh,,0,,['Maharashtrian']
The Cafe Delight,Wagholi,,0,200,"['Cafe', 'American', 'Italian', 'Desserts']"
Food Box-Desi Khana,Kharadi,,0,,['North Indian']
Chaitrali Pure Veg,Magarpatta,3.1,,250,['Chinese']
Imbuto Fresh,Yerawada,,0,,['Salad']
Punjabi Delite,Pimple Nilakh,0,0,,"['Fast Food', 'Chinese']"
Purohit Pizza And Sandwich,Pimple Saudagar,,0,,"['North Indian', 'Rajasthani', 'Chinese']"
Hotel Shivray,Karve Nagar,,0,150,"['North Indian', 'South Indian', 'Street Food']"
Shree Balaji Hotel,Dhankawadi,,0,100,['Street Food']
Fuel Station,Wadgaon Sheri,,0,,"['North Indian', 'Chinese']"
Golden Cakes N Cookies,Hadapsar,,0,200,"['Desserts', 'Bakery']"
Shiv Sai Snacks & Restaurants,Hadapsar,,0,400,"['Chinese', 'North Indian', 'South Indian']"
Sauce Pan,Wakad,,0,,['Chinese']
The Wrap Cafe,Viman Nagar,3.1,,,['Healthy Food']
Maay Kitchen,Sinhgad Road,3.3,,150,"['Fast Food', 'Street Food']"
RD'S Cafe,Dhankawadi,,0,,['Fast Food']
Foodies Nest,Pimple Saudagar,,0,,['Fast Food']
Oyye Hoyye,Bavdhan,,0,,"['Chinese', 'Rolls']"
Hotel Sagar,Bavdhan,,0,500,"['Maharashtrian', 'South Indian', 'Chinese']"
Khana Khajana,Wagholi,,0,,"['North Indian', 'Maharashtrian', 'Biryani']"
Tasty Box,Wagholi,,0,300,['Fast Food']
The Pirate Bay Cafe,Sus,,0,200,['North Indian']
Krushna Snacks Center,Dhankawadi,,0,100,['Fast Food']
Food Home,Mundhwa,,0,,"['North Indian', 'Maharashtrian']"
Kanchan Family Garden Chinese,Karve Nagar,,0,200,['Chinese']
Hotel Shree Mahakali,Chinchwad,,0,200,['North Indian']
The Meal Junction,Wagholi,,0,300,"['North Indian', 'Chinese']"
The Cafe Delight,Wagholi,,0,300,['Cafe']
Food Zone,Wakad,,0,,['North Indian']
The Paradiso Resto,Baner,,0,,"['Biryani', 'North Indian', 'Chinese', 'Maharashtrian']"
Malwani Katta,Lohegaon,,0,250,"['Malwani', 'Seafood']"
Punekars Biryani,Dhankawadi,3.3,,,['Biryani']
Jijai Snack Corner,Lohegaon,,0,,['Street Food']
Bawarchi Fast Food,NIBM Road,,0,350,"['North Indian', 'Chinese']"
Sheetal Sweet Corner,Talegaon,,0,300,"['Mithai', 'Street Food']"
High Choice Chinese Fast Food,Lohegaon,,0,300,['Chinese']
The Little Chinese,Lohegaon,,0,300,['Chinese']
Samarth Chinese Veg-Non Veg,Lohegaon,,0,300,['Chinese']
Food For Hunger,Wanowrie Kondhwa Area,0,0,,"['North Indian', 'Chinese']"
Hotel Rubab,Lohegaon,,0,250,['North Indian']
Hotel Shravani Lunch Home,Kharadi,,0,250,"['Maharashtrian', 'Bengali', 'North Indian']"
Arabian Twist,Wagholi,,0,800,"['North Indian', 'Kebab', 'Lebanese', 'Chinese']"
M9 Restaurant,Wagholi,,0,,"['North Indian', 'Chinese', 'Biryani']"
The Burgwich Cafe,Viman Nagar,,0,,"['Burger', 'Fast Food', 'Beverages']"
Healthy Bites,Katraj,,0,,['Healthy Food']
Hotel Audumbar,Lohegaon,,0,100,['Street Food']
Geetas Kitchen And Snacks Center,Narhe,,0,250,"['Maharashtrian', 'North Indian']"
Hotel Gurukrupa,Lohegaon,,0,150,"['Street Food', 'North Indian']"
Lovers Cafe,Wadgaon Sheri,,0,200,['Fast Food']
Sudama Vada Pav,Vishrantwadi,,0,,['Fast Food']
Radhika Snacks,Sinhgad Road,3,4,200,"['Chinese', 'South Indian', 'Street Food']"
Cake Choice,Hinjawadi,,0,350,"['Bakery', 'Desserts']"
Taipai Momo,Hinjawadi,,0,,['Momos']
Hotel Prem,Nigdi,,0,,['North Indian']
Sagar Cafe,Kothrud,,0,250,['Fast Food']
Americal Spice,Wagholi,,0,350,"['North Indian', 'Mughlai']"
Rajmudra Fast Food & Chinese Center,Kharadi,3.1,,300,['Chinese']
Hotel Payal,Kharadi,,0,150,['North Indian']
Sadda Adda,Lohegaon,,0,250,"['Fast Food', 'Chinese', 'South Indian']"
Cafe MH-12,Sinhgad Road,,0,,"['Pizza', 'Fast Food']"
Swara Juice Bar,Kothrud,,0,150,"['Beverages', 'Juices']"
Gokul Sweet,Vishrantwadi,,0,200,['Mithai']
Dilli Biryani House,Viman Nagar,,0,300,"['Biryani', 'North Indian']"
Cafe Buzz,Sinhgad Road,3.3,,400,"['Fast Food', 'Beverages']"
Chef's Kitchen,Koregaon Park,,0,,"['North Indian', 'Fast Food']"
Aditya Bhojanalay And Caters,Hinjawadi,,0,250,['Maharashtrian']
Kolkata Dum Biryani,Hinjawadi,,0,400,['Biryani']
Bhojan,Kharadi,,0,,"['North Indian', 'Chinese']"
Red Dragon Chinese,Wagholi,,0,400,"['Chinese', 'North Indian', 'Biryani']"
Tiktok Briyani House,Wagholi,,0,400,"['North Indian', 'Chinese', 'Biryani']"
Kaal Bhairav Nath Ice Cream Parlour & Cafe,Bhosari,,0,250,"['Fast Food', 'Chinese', 'Ice Cream', 'Beverages']"
Sarvada Dosa,Vishrantwadi,,0,200,['Fast Food']
Hotel Ramful,Viman Nagar,,0,400,"['North Indian', 'Chinese']"
Royal Indian Biryani,Chinchwad,,0,550,"['North Indian', 'Chinese', 'Biryani']"
Manjunatha,Wadgaon Sheri,3.1,,150,"['South Indian', 'Street Food']"
Hotel Sunrise,Wagholi,,0,350,"['North Indian', 'Malwani']"
College Katta,Talegaon,3.2,,200,['North Indian']
Kolkata Dum Biryani,Hinjawadi,,0,,['Biryani']
Jiaozi Chinese & Thai Restaurant,Wagholi,,0,250,['Chinese']
Hotel The Lavasa,Sus,3.1,,300,"['North Indian', 'South Indian', 'Biryani']"
Fortune's Kitchen,Wadgaon Sheri,,0,350,"['Chinese', 'North Indian', 'Mughlai']"
Unique Corner Fast Food,Dehu Road,,0,100,['Fast Food']
Smokin Biryani,Kothrud Area,,0,,"['Biryani', 'Fast Food']"
Taipai Momo,Hinjawadi,,0,250,['Momos']
The Sindh Punjab,Hinjawadi,,0,,['North Indian']
Food Express MH 14,Chinchwad,,0,350,['Chinese']
Rolling Rolls,Kharadi,,0,250,"['Rolls', 'Fast Food']"
The Roll Factory,Lohegaon,,0,,"['Rolls', 'Chinese', 'North Indian']"
Tea House,Chandan Nagar,,0,100,"['Tea', 'Street Food']"
Hotel Supushp,Ravet,,0,500,"['North Indian', 'Mughlai', 'Malwani', 'Chinese']"
Rolly Polly,Kothrud Area,,0,,['Rolls']
Hotel Prem Chinese,Narhe,,0,200,['Chinese']
Hotel Soham,Talegaon,,0,250,"['North Indian', 'Street Food', 'South Indian']"
Cafe Tasty Treat,Talegaon,,0,150,['Street Food']
Swap Pizza Center,Kharadi,,0,200,"['Pizza', 'Sandwich']"
Vijayshree Misal House,Shivaji Nagar,,0,100,['Fast Food']
SV Biryani House,Sadashiv Peth,,0,,"['Biryani', 'North Indian']"
TPD The Punjabi Dhaba,Pimple Saudagar,,0,300,['North Indian']
WS Bakers,Bhosari,,0,200,['Bakery']
Vandana Palaspagar,Pimpri,,0,,['Maharashtrian']
Dreams And Streams,Bavdhan,,0,200,"['Fast Food', 'Rolls']"
The Sparrow Rolls,Bavdhan,,0,400,"['Fast Food', 'Chinese', 'Wraps', 'Beverages']"
China Today,Wadgaon Sheri,3.2,,,['Chinese']
Gol Gappe,Magarpatta,,0,,['Street Food']
Lavangi Biryani House,Sinhgad Road,,0,300,"['Biryani', 'Kebab']"
Lonavala Spice,Lonavala,,0,400,"['Fast Food', 'Chinese', 'North Indian', 'Street Food']"
Panipuri And Chat Center,Camp Area,0,0,100,['Street Food']
Hotel Zayaka,Aundh,,0,350,"['North Indian', 'Chinese', 'Maharashtrian']"
Singhgad Food Hub,Aundh,,0,350,"['Chinese', 'Street Food', 'North Indian']"
Harshi's Food Corner,Yerawada,,0,250,"['South Indian', 'Street Food']"
K Snacks Center,Kharadi,,0,200,"['Fast Food', 'Beverages']"
Queen's Food Junction,Hadapsar,,0,100,['Fast Food']
Ankara,Viman Nagar,,0,300,"['Rolls', 'Biryani']"
China Toda,Wadgaon Sheri,,0,,['Chinese']
Dhaakad Biryani,Kothrud Area,,0,,"['Biryani', 'North Indian']"
Udupi Snack Center,Shivaji Nagar,,0,100,"['North Indian', 'South Indian']"
Swarajya Bhojnalaya,Chinchwad,,0,,['Maharashtrian']
Desi Tadka,Hadapsar,,0,,['Maharashtrian']
Evergreen Bakery,Dehu Road,,0,250,['Bakery']
Zanzanit Misal House,Dhanori,,0,200,['Maharashtrian']
Jija Veg And Non Veg,Budhwar Peth,,0,200,['Maharashtrian']
Little Cube Cafe,Bavdhan,,0,200,"['Fast Food', 'Street Food']"
Ambika Bhojanalay,"Magarpatta, Pune Sholapur Rd",,0,,['Maharashtrian']
Hotel Hukumshahi,Sadashiv Peth,,0,200,['North Indian']
Shri Sadguru Khanawal,Narhe,,0,500,"['North Indian', 'Chinese']"
Handi Se,Pimple Saudagar,,0,,['Biryani']
Aaaryan Biryani House,Dhankawadi,,0,,['Biryani']
Chinese Express,Wakad,3.5,,250,['Chinese']
Jay Malhar Khanawal,Talegaon,,0,300,"['North Indian', 'Biryani']"
Aaswad,Hadapsar,,0,250,"['North Indian', 'South Indian']"
Olivine Pizza & Slices,Dhanori,,0,500,"['Pizza', 'Fast Food', 'Beverages']"
Bhow Wow Hot Dog,Kothrud Area,,0,,['Hot dogs']
A B Snacks Center,Talegaon,,0,150,['South Indian']
Kailas Snacks Center,Hadapsar,,0,100,['Street Food']
Wich Wich,Shivaji Nagar,,0,350,"['Sandwich', 'Fast Food']"
Biryani Kebab Adda,Hadapsar,,0,,"['Biryani', 'Mughlai']"
Shree Swami Dosa Centre,Kharadi,,0,150,['South Indian']
GC Biryani,Shivaji Nagar,,0,,['Biryani']
Vinayak Hotel,Wagholi,,0,250,['North Indian']
Mahalaxmi Foods,Vishrantwadi,,0,150,['Fast Food']
Samarpan Restaurant,Wagholi,,0,150,['North Indian']
Lajjat,Hadapsar,,0,,['North Indian']
New Shisha Family Dhaba,Lonavala,,0,600,"['North Indian', 'Chinese', 'Malwani']"
Ambika Bhojanalay,Hadapsar,,0,250,"['North Indian', 'Fast Food']"
Gulp,Shivaji Nagar,,0,200,"['Beverages', 'Desserts']"
Fast Food Centre,Kothrud,3.2,,,"['Fast Food', 'Rolls']"
Swaraj Hotels,Dhankawadi,3.1,,100,['South Indian']
Hotel Shivshahi,Nigdi,,0,300,"['North Indian', 'South Indian']"
Sub Ka Dhaba,Kothrud Area,,0,,"['Pizza', 'Fast Food']"
Hotel Sai,Khadki,,0,400,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Pizza', 'Beverages']"
Manunatha South Indian,Wadgaon Sheri,,0,150,['South Indian']
Rajmahal Hotel,Wakad,,0,200,"['South Indian', 'Street Food']"
Shubham Maggie & Snacks Center,Lonavala,,0,150,['Fast Food']
Hotel Akshay,Sinhgad Road,,0,150,"['North Indian', 'Chinese']"
Sagar Chinese Center,Wakad,,0,300,['Chinese']
Miso'os Kitchen,Bavdhan,,0,,"['Fast Food', 'North Indian', 'Chinese']"
Hotel Pragati,Dhankawadi,,0,,['North Indian']
Mrunal Dosa Palace,Hinjawadi,,0,150,['South Indian']
Combination,Kothrud,,0,400,['Fast Food']
Vikas Snacks Corner,Wanowrie,,0,150,['Fast Food']
Shriram Misal House,Katraj,,0,150,['Maharashtrian']
Maa Dha Paratha,Kothrud Area,,0,,['North Indian']
Hungry Kakke,Viman Nagar,3.5,,,"['Chinese', 'Biryani', 'North Indian']"
The French Press,Viman Nagar,,0,,"['Continental', 'Beverages', 'Desserts']"
Le-Combo-Dhiya,Kothrud Area,,0,,"['Biryani', 'North Indian', 'Fast Food']"
Fantastic Pizza,Wagholi,,0,,['Fast Food']
Cafe Durga,Dhanori,,0,200,"['Fast Food', 'Beverages']"
The Cafe Las Vegas,Akurdi,,0,250,"['Fast Food', 'Beverages']"
Dwarka Chaha and Wadewale,Hadapsar,,0,200,"['Fast Food', 'Beverages']"
Samosa & Franky House,Mundhwa,,0,250,['Fast Food']
Jotiba Dosa Center,Wakad,,0,150,['South Indian']
Jains Hot Spicy,Wagholi,,0,300,"['Chinese', 'North Indian']"
Biryani House,Pimple Nilakh,,0,,"['Biryani', 'Hyderabadi']"
Super Dragon,Karve Nagar,,0,,['Chinese']
Al Hayat Chinese Fast Food,Kondhwa,,0,300,['Chinese']
Red Sun Chinese And Snacks Center,Hinjawadi,,0,,['Chinese']
Soham Bhel,Bavdhan,,0,100,"['Street Food', 'Fast Food']"
Impression Delight,Mundhwa,,0,200,"['North Indian', 'Street Food']"
Rishus Cake Land,Kharadi,,0,250,['Bakery']
Garry's Kitchen,Hadapsar,,0,200,"['Chinese', 'Fast Food', 'Burmese', 'North Indian']"
Sharafat Caterers,Karve Nagar,,0,250,"['Biryani', 'North Indian']"
SR Starter Point,Pimple Gurav,,0,350,['Chinese']
The Bake Shop & Bistro,Kothrud,3.2,,400,"['Fast Food', 'Momos']"
Daawat Hyderabadi Caterers,Kharadi,,0,400,"['Hyderabadi', 'Biryani', 'Wraps']"
Hotel Shivaai,Hinjawadi,,0,400,"['Chinese', 'North Indian']"
Game of Chong's,SB Road - Aundh,3.3,,,"['Chinese', 'Asian']"
Hot N Tasty Chinese Express,Karve Nagar,3,,300,['Chinese']
Hotel Saptsrungi,Narhe,,0,600,"['North Indian', 'Chinese', 'Fast Food', 'South Indian']"
G.K.G.N Caterers,Hadapsar,,0,400,['Biryani']
Darjaa Biryani,Narhe,3.1,,500,"['North Indian', 'Biryani']"
Pawar Biryani House,Kothrud,3.5,39,,['Biryani']
Hotel Swad,Wakad,,0,400,"['North Indian', 'Maharashtrian']"
Mystery Plate,Hinjawadi,,0,500,"['North Indian', 'Italian', 'Wraps', 'Desserts']"
Something Fishy Day And Night,KP and Kalyani,,0,450,"['Fast Food', 'Seafood']"
Hotel Aarogana,Balewadi,3,,600,"['North Indian', 'Chinese', 'Kebab']"
Pet Pooja,Lohegaon,3.5,34,600,"['Fast Food', 'Beverages']"
Online Eats,Wadgaon Sheri,3,,,"['Fast Food', 'Chinese']"
Ranveer Foods,Hadapsar,,0,400,"['Pizza', 'Fast Food']"
Red Chille,Viman Nagar,,0,500,"['North Indian', 'Chinese']"
Tasty Food,Kondhwa,,0,,"['Chinese', 'South Indian', 'North Indian']"
Nitus Cooking,NIBM Road,,0,,['North Indian']
Valentina,Wadgaon Sheri,,0,200,"['Desserts', 'Fast Food']"
Ismail Caterers,Dhankawadi,,0,500,['North Indian']
A1 Kolkatta Rolls,Chandan Nagar,,0,150,['Rolls']
La Regal Chef,Kothrud,,0,600,['North Indian']
Food Corner,Bhosari,,0,300,['Fast Food']
Rutuja Kulfi & Rabdi,Bibvewadi,3.3,13,200,['Desserts']
Food Paradise,KP and Kalyani,,0,200,['South Indian']
Red Dragon,SB Road - Aundh,,0,,"['Chinese', 'Fast Food']"
Rolls Fest,Kharadi,,0,200,['Rolls']
Rolls Corner,Kalyani Nagar,0,0,200,"['Rolls', 'Fast Food']"
Punjabi Paratha Corner,Pimpri Chinchwad Area,3.1,,150,['North Indian']
Cafe Town,Wakad,3.3,14,250,"['Fast Food', 'Beverages']"
Hotel Green Wood's,Ravet,,0,750,"['Chinese', 'North Indian', 'Biryani', 'Kebab']"
DK Biryani House,Wakad,,0,,['Biryani']
Avanee's Restaurant,Katraj,,0,300,['North Indian']
Cafe +,Hinjawadi,3.4,18,350,"['Fast Food', 'North Indian', 'Beverages']"
Night Cravers,Kharadi,,0,,"['Fast Food', 'North Indian']"
The Egg Factory,Wagholi,3.1,,200,['Fast Food']
Swatej,Wagholi,,0,200,['Maharashtrian']
Kolkata Bites,Lohegaon,,0,250,['Biryani']
Hotel Z,Hinjawadi,,0,400,"['North Indian', 'Chinese']"
Lajwaab Biryani,Akurdi,3,,200,"['North Indian', 'Biryani']"
Sangrila Chinese,Vishrantwadi,2.9,5,300,['Chinese']
Jay Naganray Sweets,Baner,,0,200,"['Mithai', 'Street Food']"
Golden Baker's and Confectioners,Kondhwa,,0,250,['Bakery']
Jai Swami Samarth Krupa Snacks,Budhwar Peth,,0,150,"['Fast Food', 'Street Food']"
Hotel Rathi Residency,Pimpri,,0,700,"['North Indian', 'Chinese', 'Seafood']"
Israr's Caterers,Chandan Nagar,,0,350,['Chinese']
NK Restaurant,Viman Nagar,3.3,,400,"['North Indian', 'Chinese']"
Golden Biryanis,Dhankawadi,,0,,['Biryani']
Shree Jai Raj hotel,Kharadi,,0,300,['Chinese']
Dino Donuts,Lohegaon,0,0,,['Desserts']
Palace Of Theme Cakes,Yerawada,,0,350,['Bakery']
Food Feast,Chandan Nagar,,0,700,"['Chinese', 'Malaysian', 'North Indian']"
Zeenat Biryani House,Pimple Nilakh,,0,250,['Biryani']
Monar Cafe,Kothrud,,0,300,"['North Indian', 'Street Food']"
Hotel Krishna Lella,Katraj,,0,400,['North Indian']
Avani Foods,Dhankawadi,,0,,['Maharashtrian']
Food In,Pimpri,3.1,,400,"['North Indian', 'Chinese']"
Night Out Cafe,Karve Nagar,3.3,,300,['Fast Food']
Khana Khajana,Warje,2.9,,,"['Biryani', 'North Indian', 'South Indian']"
Nivant Snacks,Wagholi,,0,150,"['Maharashtrian', 'South Indian']"
Satyam Snack & Mess,Wagholi,,0,100,['Street Food']
Hotel Shree Gurumauli And Snack Center,Chandan Nagar,,0,250,"['Chinese', 'Fast Food']"
Dinner's Delight,Karve Nagar,,0,500,"['Chinese', 'Fast Food', 'North Indian']"
Dilli Biryani,Koregaon Park,,0,220,['Biryani']
Vrisha Mess,Kothrud Area,,0,,['Maharashtrian']
Kebab & Wok,NIBM Road,,0,,"['North Indian', 'Chinese', 'Rolls']"
Udupi Swada,Shivaji Nagar,,0,200,['South Indian']
Shreed Pure Veg,Shivane,,0,550,"['Chinese', 'North Indian', 'Mughlai']"
Sunstar Kitchen,Wagholi,3.1,,,['Konkan']
WS Special Veg Non-Veg,Pimpri,,0,,['Maharashtrian']
Kanak Natural Food,Lohegaon,,0,,['North Indian']
Bhukology Eat Desi,Pimple Saudagar,,0,120,['Fast Food']
Madras Cafe,Dhanori,3.2,,300,['South Indian']
SV Foods,Senapati Bapat Road,,0,400,"['North Indian', 'Street Food']"
New Life Fast Food & Snacks Centre,Wanowrie Kondhwa Area,,0,,['Maharashtrian']
Maa Ki Golden Rasoi,Shivane,,0,,['North Indian']
Balaji Misal House,NIBM Road,,0,200,['Street Food']
Eat Point,Kondhwa,,0,,['North Indian']
Lentils Kitchen,Aundh,2.9,,200,"['Maharashtrian', 'North Indian']"
Hotel Om Samarth & Dining Hall,Lohegaon,3.4,,300,"['North Indian', 'Maharashtrian']"
Klove Kitchen,Wakad,3.5,,,"['North Indian', 'Chinese', 'Mughlai']"
Dum,Lohegaon,,0,200,['Biryani']
The Crispy Bites Kitchen,Mundhwa,,0,,"['Burger', 'Fast Food', 'Momos']"
Vidyarthi Snacks Centre,Chinchwad,,0,250,['Fast Food']
Shiva's Kitchen,Chandan Nagar,,0,200,"['North Indian', 'Healthy Food']"
Mumbai Tadka,Senapati Bapat Road,,0,200,['Maharashtrian']
Dhareshwar Snacks & Chinese,Sinhgad Road,,0,400,"['Maharashtrian', 'Chinese']"
Rasoi Network,Wagholi,,0,200,['Chinese']
Soumya Snacks Centre,Pimple Saudagar,,0,100,['South Indian']
Green Gold Veg Restaurant And Juice Bar,Wadgaon Sheri,,0,300,"['South Indian', 'North Indian', 'Fast Food']"
The Meal Destination,Pimpri Chinchwad Area,3.4,,,['Maharashtrian']
Kumthekars Khatta Meetha,Sinhgad Road,,0,100,['Street Food']
Umiya Dining Hall,Sinhgad Road,,0,250,['Maharashtrian']
IBG Quick Bites,Yerawada,,0,,"['North Indian', 'Chinese']"
Hotel Maratheshai Express,Hadapsar,,0,,['Fast Food']
90's Kitchen,Koregaon Park,,0,,['North Indian']
Kakde Lunch Home,Nigdi,,0,200,['Fast Food']
TTMM - Tongue Tummy & Much More,Old Mumbai-Pune Highway,3.2,,450,"['North Indian', 'Fast Food', 'Beverages']"
Hotel Amantran,Talegaon,,0,300,"['North Indian', 'South Indian', 'Fast Food']"
Geeta's Kitchen And Snacks Center,Narhe,,0,350,"['Maharashtrian', 'North Indian']"
Shri Poona Sweets,Karve Nagar,,0,150,['Mithai']
Vikas Food Junction,Fatima Nagar,,0,150,['South Indian']
GAWADE'S DOSA,Kothrud,,0,150,['South Indian']
Hotel Sagar,Hadapsar,,0,300,"['North Indian', 'Maharashtrian']"
Kwality Walls,Viman Nagar,,0,,"['Ice Cream', 'Desserts']"
House Of Sandwiches,Viman Nagar,,0,,['Fast Food']
Bakers Corner,Sinhgad Road,,0,400,"['Bakery', 'Desserts']"
Swarali,Akurdi,,0,400,"['Maharashtrian', 'North Indian', 'South Indian']"
Biryani Buzzzz,Wadgaon Sheri,,0,,['Biryani']
Kool Bubbles Cafe & Soda,Sadashiv Peth,,0,200,"['Fast Food', 'Pizza']"
Shri Datta Pure Veg,Shivaji Nagar,,0,300,"['North Indian', 'Maharashtrian', 'South Indian', 'Chinese']"
Junifer,Lonavala,,0,750,"['North Indian', 'South Indian', 'Chinese']"
Dhaabaa Dot Com,Hadapsar,,0,200,['North Indian']
Rajya Bhog,Pimpri,,0,100,"['Street Food', 'Chinese']"
Shree Ganesh Tea Stall,Baner,,0,,['Fast Food']
Hash Tag Meals,Wakad,,0,,"['North Indian', 'Fast Food']"
Food Fantacy,Wakad,,0,500,"['North Indian', 'Biryani', 'Chinese']"
Nawabi Mehfil,Wakad,,0,550,"['Chinese', 'North Indian']"
Supriya Restaurant,Dhole Patil Road,,0,500,"['North Indian', 'Chinese', 'Fast Food']"
Sugandha Paan Shop,B.T. Kawade Road,,0,100,['Paan']
Hotel Mawali Thaat,Talegaon,,0,450,"['Maharashtrian', 'North Indian']"
Oink Oink !,Wagholi,,0,,['BBQ']
Street Treat,KP and Kalyani,,0,200,['Street Food']
Shailaja,Karve Nagar,2.8,20,600,"['North Indian', 'South Indian', 'Chinese']"
Indian Zaika,Pimpri Chinchwad Area,,0,300,"['South Indian', 'Fast Food', 'Street Food']"
Ira Refreshments,Bavdhan,,0,250,"['Fast Food', 'North Indian']"
Anna's Biryani,Pune-Solapur Road,3,,250,"['South Indian', 'North Indian', 'Biryani']"
Taste Is Best Biryani House,Hinjawadi,2.3,262,500,"['Biryani', 'North Indian']"
Eater 99 Family Restaurant,Pimple Saudagar,2.9,9,800,"['North Indian', 'Chinese']"
Bhatia's Kitchen,Hadapsar,3.4,,,['North Indian']
KP Cafe,Sinhgad Road,,0,,['Maharashtrian']
Food Metro,Kondhwa,,0,,"['North Indian', 'Mughlai']"
Annam,Dehu Road,,0,250,"['Street Food', 'Fast Food', 'Beverages']"
Amul and Royal Ice Cream,Pimple Saudagar,3.1,4,200,['Desserts']
Krishna Pure Veg,Kharadi,3.2,,200,"['Chinese', 'North Indian']"
Shetkari Mala,Chinchwad,3.4,44,800,"['Maharashtrian', 'North Indian', 'Chinese', 'Seafood']"
Tiya Bakers,Pimpri Chinchwad Area,,0,400,['Bakery']
SSK Cakes,Sinhgad Road,,0,,['Bakery']
Gulmohar Cafe,Karve Nagar,,0,200,"['Cafe', 'Chinese']"
Bhartiya Flavors,Hadapsar,,0,150,"['Street Food', 'Fast Food']"
Hotel Shivshahi,Shivapur,,0,600,"['North Indian', 'Maharashtrian', 'Seafood']"
Ayyoo,Bibvewadi,3.1,,250,['South Indian']
Artvishwa Cafe,Kharadi,,0,250,['Fast Food']
SG-TastyBites,Shivaji Nagar,3.1,,150,"['Fast Food', 'Coffee']"
Food Point,Sinhgad Road,,0,500,"['Chinese', 'North Indian']"
Thakur Da Dhaba,Sinhgad Road,,0,450,['North Indian']
Sankalp Pure Veg,Chakan,,0,500,"['North Indian', 'Maharashtrian', 'Chinese']"
Hotel Masal,Sinhgad Road,,0,500,"['Chinese', 'Maharashtrian', 'North Indian']"
Shreemant Peshwai Pure Veg,Sinhgad Road,,0,400,"['Fast Food', 'North Indian']"
Pandit Dum Biryani House,Mundhwa,,0,500,"['Biryani', 'North Indian']"
Creamystery,Kothrud,3.8,27,300,['Desserts']
Raigad,Sinhgad Road,3,,350,['Fast Food']
Roti Handiz,Sinhgad Road,3,,400,"['Chinese', 'North Indian']"
Kavya Cafe,Sinhgad Road,,0,350,"['Cafe', 'Fast Food']"
Rajmandir Ice Cream,Sinhgad Road,3.2,9,150,['Desserts']
DD's Cafe,Sinhgad Road,3.2,22,250,"['Cafe', 'Fast Food']"
Orien Chinese,Wagholi,,0,400,['Chinese']
Vikas Family Restaurant,Lohegaon,,0,500,"['North Indian', 'Chinese']"
Elshaddai Home Food Tiffin Services,Hadapsar,,0,,['North Indian']
Charm Hot and Chilled,Wagholi,,0,400,"['Maharashtrian', 'Street Food']"
Food in Time - FIT,Bavdhan,3.2,16,,['North Indian']
Night Biryani,Karve Nagar,3.1,,,['Biryani']
Swad Thali And Biryani House,Pimpri,,0,300,['North Indian']
Food Factory,Ghorpadi,,0,,['North Indian']
Hunger Ground,Sinhgad Road,3.1,11,200,"['Salad', 'Cafe', 'Healthy Food', 'Sandwich', 'Fast Food']"
Cake Magic,Kharadi,,0,300,['Bakery']
